hunger,food,action
0.557553,0.469105,pass
0.558202,0.907367,eat
0.508709,0.582186,pass
0.661561,0.619773,pass
0.176514,0.433616,eat
0.235707,0.920852,pass
0.585556,0.738655,eat
0.309353,0.060611,pass
0.192007,0.994479,pass
0.824636,0.975558,eat
0.013033,0.924806,pass
0.217817,0.399532,pass
0.126846,0.275680,pass
0.217299,0.575177,pass
0.794899,0.336865,pass
0.530645,0.732598,eat
0.280624,0.824828,pass
0.208679,0.665259,pass
0.517852,0.349352,pass
0.643763,0.042737,pass
0.887123,0.668364,eat
0.057431,0.917932,pass
0.172218,0.876426,pass
0.125803,0.144365,pass
0.919128,0.994586,eat
0.158837,0.763598,pass
0.303929,0.725932,pass
0.002014,0.277866,pass
0.340792,0.096681,pass
0.083463,0.279774,pass
0.162658,0.265172,pass
0.096901,0.363849,pass
0.124710,0.202922,pass
0.455418,0.238919,eat
0.503829,0.619002,pass
0.754426,0.780899,eat
0.760494,0.168045,pass
0.432614,0.213849,pass
0.518264,0.219013,pass
0.623907,0.336320,pass
0.469748,0.895066,eat
0.524120,0.336791,pass
0.767984,0.418077,eat
0.735005,0.687415,eat
0.034541,0.175044,pass
0.915711,0.433377,eat
0.644766,0.720229,pass
0.844064,0.804134,eat
0.444754,0.750932,pass
0.674438,0.567451,pass
0.058263,0.783263,eat
0.111837,0.472305,pass
0.005628,0.147884,pass
0.809159,0.873304,pass
0.409555,0.959081,eat
0.815876,0.367141,pass
0.582636,0.356984,pass
0.613245,0.512663,eat
0.398029,0.197549,eat
0.911677,0.153356,eat
0.134971,0.286444,pass
0.876697,0.527492,eat
0.454624,0.114059,pass
0.215512,0.025204,pass
0.395257,0.556575,eat
0.077111,0.506084,pass
0.548937,0.356159,pass
0.298066,0.106322,pass
0.436230,0.884417,eat
0.934541,0.773643,pass
0.347590,0.691882,eat
0.680324,0.385411,eat
0.802690,0.632206,eat
0.938268,0.728478,eat
0.832756,0.758868,eat
0.584915,0.107051,pass
0.237943,0.552337,pass
0.884376,0.826005,eat
0.128229,0.197620,pass
0.715135,0.680644,eat
0.161271,0.963475,pass
0.511528,0.027243,pass
0.403255,0.163955,eat
0.742616,0.659790,eat
0.626864,0.133855,eat
0.114810,0.409337,pass
0.991965,0.366215,eat
0.657538,0.347346,pass
0.529617,0.912500,pass
0.220761,0.780477,pass
0.505922,0.466592,eat
0.816239,0.405542,eat
0.399597,0.203260,pass
0.382696,0.276116,pass
0.907854,0.760981,eat
0.092945,0.115862,pass
0.980735,0.436097,eat
0.242155,0.243113,pass
0.741656,0.180015,pass
0.227188,0.533123,pass
0.454198,0.647427,pass
0.869488,0.180408,eat
0.257604,0.780956,pass
0.095098,0.718048,pass
0.779762,0.082550,eat
0.936653,0.210145,pass
0.037798,0.308765,pass
0.524727,0.398767,pass
0.967215,0.422939,eat
0.764134,0.397407,pass
0.374524,0.124759,eat
0.316034,0.037390,pass
0.840181,0.538460,eat
0.751588,0.279517,pass
0.849256,0.069443,pass
0.287981,0.646619,pass
0.717355,0.501913,pass
0.490281,0.611676,pass
0.918404,0.922712,eat
0.100488,0.195250,pass
0.293247,0.864803,eat
0.272951,0.521175,pass
0.343779,0.655374,eat
0.773069,0.353476,pass
0.009960,0.768685,pass
0.378603,0.835809,eat
0.482373,0.207643,pass
0.973497,0.929257,eat
0.816834,0.687628,eat
0.800929,0.209592,eat
0.471662,0.574555,pass
0.943674,0.462097,eat
0.053453,0.572310,pass
0.294336,0.462696,eat
0.488808,0.745710,pass
0.982804,0.900641,eat
0.718750,0.857847,eat
0.029276,0.346900,pass
0.730975,0.191251,pass
0.058654,0.084631,pass
0.810596,0.026408,eat
0.678948,0.757852,eat
0.726019,0.680536,pass
0.783510,0.708960,eat
0.457343,0.188335,pass
0.975147,0.840664,eat
0.673377,0.238249,pass
0.467185,0.902129,eat
0.840691,0.113045,pass
0.602497,0.359640,pass
0.056100,0.924120,pass
0.919348,0.693711,eat
0.554852,0.953575,eat
0.471446,0.603846,eat
0.010727,0.226857,pass
0.708311,0.423664,eat
0.825907,0.003750,pass
0.442542,0.746810,pass
0.196062,0.523736,pass
0.084509,0.623010,pass
0.018519,0.753049,pass
0.474162,0.060232,pass
0.924179,0.869379,eat
0.698731,0.899764,eat
0.112462,0.082766,pass
0.068410,0.036065,pass
0.700172,0.967018,eat
0.014062,0.681868,pass
0.033309,0.191438,pass
0.038907,0.876361,pass
0.668976,0.256406,pass
0.557450,0.677236,pass
0.124927,0.355186,pass
0.981298,0.263615,pass
0.039194,0.954217,eat
0.954289,0.749304,eat
0.171698,0.620410,pass
0.318784,0.951472,pass
0.551256,0.455051,eat
0.944115,0.099400,pass
0.445353,0.176207,pass
0.854682,0.367661,eat
0.268672,0.992511,pass
0.732686,0.735253,eat
0.534142,0.776196,eat
0.518227,0.880997,pass
0.635490,0.307656,pass
0.599760,0.627985,pass
0.481019,0.779677,eat
0.874208,0.956171,pass
0.321974,0.237202,pass
0.791161,0.628360,pass
0.525532,0.854052,eat
0.927283,0.319469,eat
0.526997,0.965535,eat
0.694018,0.524489,pass
0.568192,0.202074,pass
0.619547,0.351124,pass
0.263425,0.891518,pass
0.208089,0.294105,pass
0.532670,0.493617,eat
0.064158,0.888379,pass
0.373558,0.112390,eat
0.029247,0.867299,pass
0.952947,0.805885,eat
0.243920,0.952801,pass
0.424759,0.105531,pass
0.904347,0.054050,eat
0.202143,0.066744,pass
0.354070,0.020084,pass
0.623217,0.732164,eat
0.083477,0.289154,pass
0.756493,0.813624,pass
0.326480,0.429095,pass
0.897324,0.482599,eat
0.377924,0.276266,pass
0.318118,0.738230,pass
0.645967,0.870332,eat
0.008163,0.767204,pass
0.383722,0.977086,eat
0.317385,0.908522,pass
0.421373,0.771554,eat
0.983466,0.576504,eat
0.526746,0.008568,pass
0.292139,0.828513,pass
0.690310,0.845829,eat
0.417352,0.272159,eat
0.363334,0.336208,pass
0.894436,0.855409,eat
0.856668,0.672222,eat
0.272340,0.042309,pass
0.389780,0.213477,pass
0.744251,0.829381,eat
0.941517,0.177274,pass
0.677183,0.350139,pass
0.950698,0.819360,eat
0.783085,0.002742,pass
0.822966,0.268479,eat
0.482511,0.950616,eat
0.686565,0.556886,pass
0.434768,0.458927,pass
0.438893,0.389059,pass
0.060617,0.257116,pass
0.367280,0.913592,pass
0.259614,0.938350,pass
0.386517,0.289671,pass
0.880066,0.366398,pass
0.100557,0.203757,pass
0.190434,0.439243,pass
0.440794,0.577345,pass
0.399972,0.303897,pass
0.641764,0.785660,eat
0.462861,0.057942,pass
0.427921,0.091389,pass
0.408166,0.278096,pass
0.673440,0.428853,pass
0.021769,0.219287,pass
0.997830,0.982327,eat
0.153802,0.809990,pass
0.691873,0.748837,pass
0.959822,0.008795,eat
0.109995,0.913068,pass
0.493687,0.340110,eat
0.217415,0.114892,pass
0.360425,0.689420,pass
0.375390,0.706028,pass
0.537246,0.807234,eat
0.688276,0.031988,pass
0.174907,0.531107,pass
0.635888,0.587925,pass
0.893239,0.856572,eat
0.929669,0.127330,eat
0.668357,0.274060,pass
0.516782,0.160001,pass
0.023603,0.965041,pass
0.063503,0.779399,pass
0.681451,0.583819,pass
0.722190,0.339305,pass
0.719104,0.011995,pass
0.424435,0.533591,eat
0.691469,0.670457,pass
0.241721,0.941188,pass
0.865565,0.480430,eat
0.597054,0.753104,pass
0.140327,0.407209,pass
0.488877,0.379022,eat
0.835795,0.460657,eat
0.288246,0.862634,pass
0.031467,0.382102,pass
0.954432,0.051954,pass
0.543391,0.973952,eat
0.570699,0.516156,pass
0.591607,0.572914,pass
0.606958,0.235030,pass
0.021432,0.758874,eat
0.673093,0.441468,eat
0.184566,0.122385,pass
0.326168,0.256699,pass
0.595349,0.101765,pass
0.966976,0.811262,eat
0.031568,0.437392,pass
0.535756,0.108724,pass
0.386634,0.078114,pass
0.626090,0.286201,pass
0.340666,0.784173,pass
0.257179,0.193395,pass
0.918798,0.118558,pass
0.635332,0.567231,pass
0.338689,0.919262,pass
0.727690,0.982829,eat
0.915929,0.504956,pass
0.914510,0.991596,eat
0.340916,0.295322,pass
0.136154,0.434308,pass
0.495906,0.043072,pass
0.554421,0.089250,pass
0.231044,0.650620,pass
0.239210,0.940800,eat
0.322663,0.980476,pass
0.594003,0.619219,pass
0.253157,0.454511,pass
0.812119,0.519821,pass
0.049810,0.853799,pass
0.284364,0.639831,pass
0.471875,0.470382,pass
0.125602,0.506415,pass
0.418086,0.513006,pass
0.093799,0.435825,pass
0.957992,0.435734,eat
0.229511,0.186270,pass
0.543373,0.673726,pass
0.617929,0.986857,eat
0.549251,0.959438,eat
0.342775,0.230009,pass
0.619992,0.506059,eat
0.719426,0.456782,eat
0.636916,0.001282,pass
0.867465,0.133561,eat
0.273269,0.145655,pass
0.352264,0.796616,pass
0.538478,0.996809,pass
0.023273,0.678734,pass
0.246645,0.212031,pass
0.157050,0.407020,pass
0.298429,0.928129,pass
0.867679,0.682055,eat
0.352560,0.696087,pass
0.411304,0.889370,eat
0.029234,0.724112,pass
0.848459,0.850647,pass
0.988959,0.213247,eat
0.332337,0.278357,eat
0.966728,0.254852,eat
0.841695,0.650597,eat
0.751561,0.719268,eat
0.053261,0.456285,pass
0.308439,0.882979,pass
0.289899,0.198496,pass
0.129594,0.857191,pass
0.397505,0.543458,pass
0.773703,0.528835,eat
0.719255,0.390814,pass
0.391366,0.586901,pass
0.282790,0.629527,pass
0.018922,0.662318,pass
0.252204,0.391216,pass
0.487602,0.548088,pass
0.002290,0.808636,pass
0.452440,0.791075,eat
0.870966,0.511756,eat
0.013339,0.767720,pass
0.883977,0.027087,pass
0.368745,0.366042,pass
0.043060,0.624665,pass
0.661833,0.545725,pass
0.572340,0.887353,pass
0.348343,0.714883,pass
0.148125,0.119340,pass
0.008456,0.766673,pass
0.534411,0.717799,pass
0.036966,0.377893,eat
0.926984,0.038492,eat
0.971068,0.449919,eat
0.456625,0.105963,pass
0.713296,0.665007,eat
0.479678,0.952138,eat
0.295921,0.980942,pass
0.025686,0.568634,pass
0.490654,0.414717,pass
0.707368,0.296073,pass
0.762241,0.435948,eat
0.217120,0.348479,pass
0.505273,0.498122,pass
0.921493,0.103916,eat
0.307611,0.250710,eat
0.711103,0.459618,pass
0.400330,0.386143,pass
0.102822,0.738404,pass
0.841119,0.032872,pass
0.392414,0.864800,eat
0.112267,0.173428,pass
0.398524,0.883268,eat
0.358766,0.087879,pass
0.962994,0.366210,eat
0.915415,0.509262,eat
0.505023,0.499163,eat
0.342240,0.676601,pass
0.435999,0.183830,pass
0.441442,0.486611,eat
0.925556,0.207632,eat
0.644891,0.148158,eat
0.448249,0.045591,pass
0.754856,0.650680,eat
0.346746,0.134746,pass
0.248564,0.726909,pass
0.413629,0.213524,pass
0.565977,0.992882,pass
0.792694,0.956540,eat
0.873555,0.028094,pass
0.562100,0.804499,eat
0.135306,0.276825,pass
0.999004,0.999266,eat
0.425466,0.706784,pass
0.848816,0.479439,pass
0.255487,0.748175,pass
0.239797,0.165200,pass
0.054726,0.581049,pass
0.448863,0.208026,eat
0.379640,0.074540,pass
0.779593,0.950769,pass
0.206885,0.845292,eat
0.109081,0.990324,pass
0.278766,0.757886,pass
0.617911,0.751288,pass
0.575067,0.620259,eat
0.303414,0.959645,eat
0.446319,0.046637,eat
0.301404,0.699012,eat
0.829830,0.250470,eat
0.520602,0.937358,eat
0.494161,0.768753,pass
0.520495,0.563047,eat
0.473163,0.462264,eat
0.411914,0.581270,pass
0.623175,0.362846,pass
0.320734,0.878006,pass
0.816349,0.203985,pass
0.826292,0.019887,eat
0.443335,0.036390,pass
0.127438,0.555146,pass
0.054527,0.647911,pass
0.049302,0.833028,eat
0.395845,0.964330,pass
0.370647,0.697713,pass
0.717310,0.669101,eat
0.177183,0.337865,pass
0.710199,0.118382,pass
0.590192,0.294853,pass
0.624518,0.468211,eat
0.513602,0.954427,eat
0.582042,0.419432,pass
0.464952,0.003157,pass
0.616096,0.182927,eat
0.437172,0.101833,pass
0.778618,0.440529,eat
0.687427,0.133043,pass
0.610049,0.342057,pass
0.016955,0.257050,pass
0.406998,0.863169,pass
0.446014,0.587788,pass
0.857131,0.141097,pass
0.224682,0.090213,pass
0.813887,0.018822,pass
0.498591,0.600671,eat
0.009561,0.222801,pass
0.191799,0.134293,pass
0.678271,0.087665,pass
0.691586,0.621810,eat
0.522410,0.370225,pass
0.299966,0.152204,pass
0.530325,0.278610,pass
0.758829,0.859327,eat
0.743641,0.324005,pass
0.141960,0.543224,pass
0.661267,0.345335,eat
0.369851,0.060153,pass
0.101731,0.019260,pass
0.572088,0.478142,eat
0.949548,0.772075,eat
0.729391,0.835669,eat
0.255988,0.294952,pass
0.553640,0.378672,pass
0.613730,0.697189,eat
0.584782,0.570870,eat
0.112155,0.490323,pass
0.907899,0.099669,pass
0.489190,0.875676,pass
0.533752,0.140923,pass
0.233908,0.266028,pass
0.622924,0.809197,eat
0.550582,0.561368,eat
0.452453,0.951981,eat
0.399400,0.736063,eat
0.184428,0.454480,pass
0.373779,0.092365,pass
0.478764,0.697231,eat
0.484455,0.616241,eat
0.515054,0.577171,pass
0.009627,0.524413,pass
0.206359,0.702560,pass
0.450765,0.356402,pass
0.191861,0.743510,pass
0.244844,0.722914,pass
0.373124,0.267954,pass
0.883452,0.769487,eat
0.403362,0.938429,pass
0.601905,0.140965,pass
0.741243,0.543844,pass
0.156255,0.166457,pass
0.157729,0.215778,pass
0.633733,0.791197,pass
0.503304,0.598474,pass
0.665896,0.587031,pass
0.254034,0.082175,pass
0.581796,0.401543,pass
0.385763,0.419243,pass
0.976445,0.416350,eat
0.716596,0.878922,eat
0.030596,0.589685,pass
0.199639,0.793492,eat
0.784004,0.060406,pass
0.778834,0.604346,pass
0.531683,0.287622,pass
0.144090,0.189471,pass
0.525497,0.395222,pass
0.127640,0.092732,pass
0.534062,0.509729,pass
0.932482,0.255810,pass
0.613018,0.860630,eat
0.178513,0.427456,pass
0.939163,0.466564,pass
0.465594,0.717863,pass
0.697993,0.054882,pass
0.787983,0.052517,eat
0.308535,0.188243,pass
0.174181,0.502076,pass
0.856400,0.876404,eat
0.332295,0.624135,pass
0.460791,0.509592,pass
0.425468,0.332813,pass
0.860991,0.823806,eat
0.803733,0.381494,eat
0.785330,0.818841,eat
0.705152,0.774526,pass
0.947126,0.014974,pass
0.241249,0.732378,pass
0.164432,0.165408,pass
0.300651,0.441083,eat
0.230869,0.058154,pass
0.250055,0.904714,pass
0.401400,0.439552,pass
0.166154,0.621718,pass
0.813423,0.383730,pass
0.942707,0.299941,eat
0.104579,0.693218,pass
0.514417,0.714488,eat
0.827087,0.051960,pass
0.308086,0.077924,pass
0.536762,0.293766,pass
0.873885,0.497527,eat
0.931656,0.586886,eat
0.955987,0.410175,pass
0.547871,0.018566,pass
0.993413,0.312119,eat
0.220706,0.120457,pass
0.265629,0.181138,pass
0.916110,0.072629,pass
0.591789,0.283368,pass
0.541964,0.516876,eat
0.181885,0.904705,pass
0.904890,0.645027,eat
0.848884,0.508844,eat
0.031763,0.182030,pass
0.993816,0.793094,eat
0.284614,0.749663,pass
0.435071,0.766837,eat
0.070201,0.866480,pass
0.196516,0.627291,pass
0.674310,0.037176,eat
0.836285,0.160430,pass
0.128757,0.624730,pass
0.205880,0.345297,eat
0.185106,0.330524,pass
0.780102,0.861726,eat
0.234510,0.922046,pass
0.572686,0.217684,pass
0.784220,0.131924,pass
0.630499,0.236216,pass
0.654310,0.399991,pass
0.589344,0.684684,pass
0.778252,0.533435,pass
0.800576,0.680415,eat
0.845985,0.680656,eat
0.534301,0.107282,pass
0.079322,0.598459,pass
0.466090,0.684248,eat
0.204601,0.952225,pass
0.064371,0.725241,eat
0.042069,0.005554,pass
0.556311,0.298546,pass
0.133179,0.042779,pass
0.666733,0.327946,pass
0.715478,0.624239,eat
0.297322,0.710947,pass
0.554620,0.118685,pass
0.882779,0.381636,eat
0.418141,0.355136,pass
0.799765,0.880979,eat
0.803719,0.358619,pass
0.211548,0.088815,pass
0.718394,0.530884,eat
0.366130,0.788500,pass
0.281751,0.271951,pass
0.096626,0.440096,pass
0.430306,0.435732,pass
0.608751,0.996778,eat
0.126209,0.422520,pass
0.779740,0.781350,eat
0.591439,0.730752,eat
0.209393,0.233090,pass
0.322582,0.507886,pass
0.824049,0.843072,eat
0.871626,0.820892,eat
0.243253,0.410227,pass
0.985959,0.012250,pass
0.834262,0.082397,eat
0.210828,0.708403,pass
0.073349,0.526340,pass
0.699613,0.874492,eat
0.965774,0.402217,eat
0.568740,0.190803,pass
0.653985,0.217047,pass
0.593043,0.265114,pass
0.528179,0.984177,eat
0.341628,0.646985,pass
0.146255,0.287376,eat
0.313202,0.293092,pass
0.772206,0.021930,pass
0.208865,0.205096,pass
0.474676,0.784985,eat
0.588965,0.626034,pass
0.075045,0.579382,pass
0.417726,0.283383,eat
0.936031,0.645292,eat
0.579160,0.426178,eat
0.198409,0.222579,eat
0.985352,0.930774,eat
0.795708,0.099734,eat
0.694152,0.729211,eat
0.014334,0.691306,pass
0.427642,0.597280,pass
0.705169,0.612003,pass
0.480801,0.196317,pass
0.290038,0.020920,pass
0.373473,0.961195,pass
0.340093,0.511509,pass
0.436890,0.289175,pass
0.788012,0.180794,pass
0.289317,0.988325,pass
0.592566,0.432014,pass
0.211360,0.918212,pass
0.756906,0.638746,eat
0.363544,0.600102,pass
0.316729,0.300924,pass
0.177065,0.817522,pass
0.388764,0.231471,eat
0.831506,0.749756,eat
0.418739,0.912178,pass
0.361252,0.464542,pass
0.840646,0.824841,pass
0.112995,0.405808,pass
0.128262,0.040013,pass
0.988787,0.930122,eat
0.779637,0.626702,eat
0.774000,0.301515,pass
0.577398,0.364994,pass
0.360176,0.501786,eat
0.376923,0.828392,pass
0.966817,0.009783,eat
0.958849,0.382839,pass
0.176204,0.344756,pass
0.761531,0.196867,eat
0.183043,0.317015,pass
0.270436,0.705118,pass
0.257018,0.589319,pass
0.738708,0.429024,pass
0.553022,0.748571,pass
0.086883,0.031447,pass
0.293330,0.841713,eat
0.742232,0.934459,eat
0.771157,0.936038,eat
0.862132,0.516626,eat
0.458001,0.117545,eat
0.445529,0.750595,pass
0.483376,0.204465,pass
0.949659,0.663140,eat
0.696590,0.197842,eat
0.580923,0.008553,pass
0.588012,0.475734,eat
0.343550,0.287521,pass
0.753499,0.595598,eat
0.448043,0.031703,pass
0.284406,0.514640,pass
0.702788,0.784261,eat
0.118129,0.384293,pass
0.435213,0.164134,pass
0.521327,0.689309,pass
0.686697,0.871597,pass
0.279326,0.173730,pass
0.457579,0.941423,pass
0.132522,0.000709,pass
0.750298,0.936241,eat
0.668318,0.270980,eat
0.411703,0.102070,pass
0.782175,0.108429,pass
0.631151,0.653508,pass
0.377444,0.186673,pass
0.054982,0.958216,pass
0.341123,0.295064,pass
0.639644,0.405929,eat
0.322935,0.116927,pass
0.726152,0.572884,pass
0.577237,0.582771,eat
0.703075,0.477695,pass
0.564613,0.731800,pass
0.838883,0.709409,eat
0.259160,0.119400,pass
0.096025,0.167568,pass
0.476615,0.262451,pass
0.085991,0.223110,pass
0.942744,0.974607,eat
0.313175,0.292245,eat
0.514602,0.951276,eat
0.175743,0.432648,pass
0.719433,0.888204,eat
0.338261,0.832213,pass
0.792301,0.314287,pass
0.496584,0.698999,pass
0.136591,0.686529,pass
0.179274,0.272127,pass
0.421996,0.104548,pass
0.129211,0.438489,pass
0.153768,0.723162,pass
0.584270,0.851639,pass
0.116590,0.011752,pass
0.143609,0.004184,pass
0.235551,0.073420,pass
0.301206,0.156625,pass
0.041174,0.401656,pass
0.699336,0.881341,eat
0.993946,0.900403,eat
0.863466,0.912494,eat
0.042772,0.741217,pass
0.355829,0.987694,eat
0.377590,0.845884,pass
0.898211,0.718228,eat
0.372546,0.939236,eat
0.411320,0.294524,eat
0.801711,0.914261,eat
0.586936,0.020620,eat
0.577529,0.111709,pass
0.277034,0.822653,eat
0.191823,0.222421,pass
0.077142,0.047536,pass
0.655483,0.510933,eat
0.229479,0.065311,pass
0.761732,0.624817,eat
0.739560,0.125124,eat
0.930688,0.418850,pass
0.311020,0.420617,pass
0.251681,0.697451,pass
0.636614,0.462497,pass
0.580316,0.609271,pass
0.959510,0.506659,eat
0.498286,0.580916,eat
0.462337,0.053324,pass
0.888536,0.153940,eat
0.569361,0.169196,pass
0.819976,0.213461,pass
0.025005,0.982681,pass
0.491724,0.506389,pass
0.968179,0.085195,eat
0.559459,0.165712,eat
0.588046,0.469167,eat
0.674106,0.855891,pass
0.304309,0.235055,pass
0.227767,0.929729,pass
0.422144,0.168613,pass
0.850539,0.105187,pass
0.205038,0.138217,pass
0.171551,0.719445,pass
0.188957,0.481480,pass
0.520498,0.880694,eat
0.081478,0.658136,pass
0.824497,0.231937,eat
0.869737,0.254602,pass
0.697465,0.222383,pass
0.763627,0.007777,pass
0.483088,0.511409,pass
0.164283,0.510670,pass
0.060199,0.460178,pass
0.558670,0.640253,pass
0.558219,0.183182,pass
0.854559,0.985422,eat
0.982704,0.997370,eat
0.122164,0.320060,pass
0.212276,0.648246,pass
0.149421,0.623420,eat
0.512010,0.963599,eat
0.300532,0.510737,pass
0.021332,0.822979,pass
0.146194,0.732470,pass
0.956347,0.422162,eat
0.796996,0.941103,pass
0.262754,0.887830,pass
0.771422,0.635144,eat
0.031481,0.755745,pass
0.091354,0.097476,pass
0.595547,0.041308,pass
0.024357,0.334904,eat
0.001353,0.491148,pass
0.930649,0.700276,eat
0.034654,0.096530,pass
0.976734,0.078737,pass
0.931398,0.276575,pass
0.540964,0.465557,eat
0.457530,0.317552,pass
0.828975,0.531987,pass
0.489355,0.641698,eat
0.346362,0.486152,pass
0.756412,0.598991,pass
0.657067,0.283153,pass
0.818639,0.824469,eat
0.168510,0.035868,pass
0.241156,0.685265,pass
0.764676,0.355426,pass
0.792191,0.062496,pass
0.168766,0.690758,pass
0.479625,0.953920,eat
0.437036,0.251579,eat
0.335350,0.019075,pass
0.260450,0.489671,pass
0.000974,0.687399,pass
0.778466,0.458293,eat
0.600019,0.504254,pass
0.974521,0.353300,eat
0.301677,0.228083,pass
0.504125,0.701226,eat
0.168776,0.502118,pass
0.370434,0.435471,pass
0.254499,0.483845,eat
0.115951,0.310968,pass
0.656093,0.547969,eat
0.692615,0.088159,pass
0.851782,0.813815,eat
0.946488,0.149496,eat
0.177389,0.573870,pass
0.481537,0.845330,eat
0.935871,0.026340,pass
0.690148,0.701649,eat
0.530320,0.770378,eat
0.504281,0.927745,eat
0.721431,0.033696,eat
0.767421,0.773563,eat
0.308363,0.813899,pass
0.650394,0.916610,pass
0.220782,0.808716,pass
0.797753,0.423560,eat
0.292863,0.597095,eat
0.455367,0.753897,pass
0.378911,0.388448,pass
0.904649,0.921597,pass
0.886623,0.817154,eat
0.225721,0.661962,pass
0.448324,0.337869,pass
0.981033,0.279326,eat
0.821815,0.629218,eat
0.183823,0.048548,pass
0.203414,0.189755,pass
0.223505,0.589425,pass
0.656131,0.319119,eat
0.390743,0.193606,pass
0.839214,0.756698,eat
0.821710,0.515630,eat
0.961038,0.878208,pass
0.982461,0.338877,eat
0.093242,0.425560,pass
0.339090,0.923550,pass
0.147807,0.054957,pass
0.067805,0.753858,pass
0.223550,0.698712,eat
0.829812,0.898756,pass
0.529687,0.768534,eat
0.674233,0.448597,eat
0.565620,0.936948,eat
0.621447,0.661752,eat
0.848683,0.697230,eat
0.215623,0.841678,pass
0.318247,0.278449,pass
0.565859,0.730698,pass
0.470279,0.169011,pass
0.743090,0.798066,eat
0.560696,0.636989,pass
0.326533,0.088432,pass
0.360073,0.596131,pass
0.347957,0.060088,pass
0.807845,0.089099,pass
0.767645,0.661903,eat
0.267507,0.955983,pass
0.815719,0.881978,eat
0.905055,0.700806,eat
0.466608,0.193837,pass
0.723568,0.307291,eat
0.232539,0.627713,pass
0.866270,0.389084,pass
0.973057,0.883461,eat
0.219112,0.870745,pass
0.036612,0.959272,pass
0.452143,0.955139,pass
0.249844,0.172305,pass
0.393124,0.341187,pass
0.597686,0.960757,eat
0.172437,0.287901,pass
0.491012,0.710321,pass
0.124213,0.707281,pass
0.097879,0.340866,pass
0.188722,0.678221,pass
0.588530,0.013891,pass
0.643634,0.893349,eat
0.562854,0.290540,pass
0.643621,0.836283,eat
0.111362,0.296921,pass
0.129489,0.954068,pass
0.272758,0.978131,pass
0.488935,0.414010,pass
0.811075,0.002090,pass
0.231792,0.447031,pass
0.334518,0.557132,pass
0.308653,0.884336,pass
0.363349,0.708816,pass
0.506939,0.132938,pass
0.008077,0.921035,pass
0.562780,0.204259,pass
0.679882,0.036895,pass
0.718107,0.490033,pass
0.442371,0.510843,pass
0.338217,0.212886,pass
0.739722,0.286520,eat
0.749958,0.807861,eat
0.835653,0.086150,pass
0.758362,0.141099,eat
0.784961,0.671387,eat
0.598378,0.847448,eat
0.616302,0.443522,pass
0.280809,0.526566,pass
0.355442,0.349854,pass
0.697073,0.508202,pass
0.048338,0.834907,pass
0.477160,0.954612,pass
0.776709,0.376746,eat
0.008919,0.757062,pass
0.189685,0.034750,pass
0.833495,0.789386,eat
0.712353,0.996314,eat
0.052272,0.431365,pass
0.176168,0.756520,eat
0.626317,0.261962,pass
0.315375,0.448280,pass
0.388008,0.972842,eat
0.401090,0.581688,pass
0.282004,0.569721,pass
0.315001,0.160102,pass
0.458509,0.183521,pass
0.793078,0.892157,eat
0.406872,0.846697,pass
0.900078,0.018595,pass
0.807154,0.575369,pass
0.224029,0.379463,pass
0.440006,0.050307,pass
0.083658,0.911397,pass
0.033291,0.904635,pass
0.843677,0.634156,eat
0.849676,0.528332,pass
0.736076,0.199588,eat
0.791428,0.383352,eat
0.930254,0.821260,eat
0.521186,0.766534,pass
0.043986,0.235507,pass
0.397914,0.657874,pass
0.105254,0.727984,pass
0.101059,0.855178,pass
0.415747,0.930444,eat
0.830404,0.388594,eat
0.653265,0.826783,eat
0.914599,0.101552,eat
0.235084,0.160655,pass
0.291150,0.786553,pass
0.933984,0.789870,eat
0.632544,0.974504,eat
0.387698,0.502733,pass
0.582844,0.353217,eat
0.705189,0.802923,pass
0.400601,0.489492,pass
0.957298,0.459981,eat
0.911876,0.206898,eat
0.113151,0.871241,pass
0.568268,0.355488,pass
0.858554,0.619074,pass
0.965474,0.052547,eat
0.238879,0.817645,pass
0.927605,0.025209,pass
0.141620,0.381117,pass
0.855269,0.831979,eat
0.713030,0.674707,pass
0.714670,0.168214,pass
0.426639,0.014869,pass
0.530777,0.702351,eat
0.455004,0.671558,pass
0.147863,0.760172,pass
0.844688,0.109139,pass
0.886880,0.571946,eat
0.527690,0.246095,pass
0.162934,0.346212,pass
0.035494,0.152412,pass
0.633603,0.365037,pass
0.211350,0.294267,pass
0.538230,0.727380,pass
0.165166,0.294377,pass
0.251324,0.588779,pass
0.432149,0.834986,eat
0.263152,0.150445,pass
0.885943,0.165248,pass
0.036641,0.556535,pass
0.805547,0.356365,pass
0.702130,0.245870,eat
0.639451,0.229022,eat
0.557157,0.997099,eat
0.552421,0.129054,pass
0.865211,0.500426,eat
0.849748,0.263687,pass
0.115848,0.414290,pass
0.250285,0.871179,pass
0.954386,0.297717,eat
0.038776,0.178414,pass
0.696119,0.005760,pass
0.497779,0.131315,pass
0.739830,0.346357,eat
0.054314,0.421076,pass
0.088257,0.666975,pass
0.349390,0.167693,pass
0.749537,0.932851,eat
0.637786,0.609785,eat
0.147081,0.617710,pass
0.472153,0.389423,pass
0.729885,0.608867,pass
0.231717,0.249950,pass
0.704326,0.521173,eat
0.697205,0.846406,pass
0.039427,0.151741,pass
0.010587,0.781854,pass
0.417457,0.814215,pass
0.749162,0.983692,pass
0.415836,0.461148,eat
0.419527,0.293754,pass
0.810492,0.476440,pass
0.723725,0.409261,eat
